,id,query,median_relevance,relevance_variance,product
9902,31818,kitchen faucet,4,0.0,delta 4153 rb dst linden single handle pull kitchen faucet venetian bronze delta 4153 rb dst linden single handle pull kitchen faucet venetian bronze -water efficient enhanced flow option fill sink pot vase -single handle design ease control temperature flow hand.-1 3 hole sink application -diamond seal technology -integrated supply tube -pull spout operate aerated spray mode easy push button -lever handle return neutral position valve turn -diamond coat ceramic cartridge control mechanism -red blue graphic handle button indicate hot cold temperature -asme a112.18.1 csa b125.1 certify -ca vt compliant.-1.5 gpm 60 psi -feature sprayhead include multi flow allow temporary flow rate increase 2.0 gpm -distresse dimension -overall dimension 12.313 h x 9.875 w x 2.812 d. -overall product weight 3.333 lb warranty -manufacturer provide lifetime warranty
9903,31829,wii microphone,4,0.471,['']
9904,31830,bike lock,3,0.748,masterlock cable key 5 ft secure bicycle bike rack cable lock masterlock secure item object come key unlock ready
9905,31831,cocoa butter,2,1.02,palmer cocoa butter formula vitamin e fragrance free lotion 13.5 fl oz help smooth blend unattractive mark scar tone skin help palmer cocoa butter formula vitamin e lotion 13.5 fl oz cocoa butter enrich vitamin e soothe fragrance free base package handy contoured bottle hand pump ease use cocoa butter lotion excellent body moisturizer tanning butter immediately follow exposure sun wind needed moisture recommend deep moisturization include overnight treatment palmer lotion widely recommend stretch mark pregnancy daily soft youthful appearance
9906,31834,reusable straw,3,0.943,munchkin 10 ounce pack usable twist tight straw cups 4 pack neutral click lock leak proof technology feel hear use durable wash use rack dishwasher safe bpa free 12 plus month red orange cup assorted lid munchkin little thing
9907,31838,zippo,4,0.0,['']
9908,31839,toaster oven,4,0.471,cuisinart classic toaster oven broiler refurbish simple slice toaster great item kitchen toaster oven versatile cuisinart classic toaster oven broiler large fit 11 pizza word cook entire meal family fabulous kitchen device modern toaster set forget ahead bake broil toast
9909,31852,boyfriend jean,1,0.0,boyfriend bites paperback seventeen year old new mexico high school senior vanessa shingle learn destine monster hunter like van helsing ancestor gorgeous janitor date jean paul help vampire author jolley dan series title boyfriend monster genre juvenile fiction historical united states 19th century genre detail juvenile grades 10 12 ages 15 + audience young adult number series:3 format paperback pages:126 language english publisher graphic universe publish date:09/01/2011 copyright year:2011 isbn:9780761370789 height 7.25 wdth 5.25 thickness 0.5 unit weight 0.45 lb
9910,31853,speck iphone 5 case,4,0.0,['']
9911,31855,cargo short,4,0.0,outback rider men twill cargo short outback rider men twill cargo short perfect activity construct heavy twill classic short pocket gear
9912,31858,iphone 4 case,4,0.0,insten phone case cover apple iphone 4/ 4s basacc myjacket wallet case apple ® iphone 4/ 4s. cell phone protect scratch ding dent case
9913,31859,cowboy boot,4,0.471,lane boots women paradise black cowboy boot black cowboy boot slightly pad footbed head rustic style leather construction round toe stand crowd
9914,31860,tablet accessory,2,0.943,m edge accessories latitude jacket nook tablet color blue gray durable easy clean ballistic nylon exterior soft polar fleece interior protect nook read device away m edge bc1 z1 c nb latitude jacket zipper pocket ensure nook charger accessory time double zipper closure allow access port device need remove jacket charge manual software include usually loaded manufacturer item original manufacturer box repackage protection shipping model number bc1 z1 c nb product m edge latitude jacket bc1 z1 c nb tablet case product type carrying case compatibility barnes noble nook color nook tablet material exterior canvas ballistic nylon interior fleece color navy blue dimensions 5.5 x 8.5 x 1.0 inch weight 6.4 oz
9915,31861,dual headset splitter,3,0.471,startech.com 4 position 2x 3 pin 3.5 mm headset splitter adapter headset splitter 6 turn 3.5 mm audio output port distinct port 3.5 mm headphone jack 3.5 mm microphone port recently purchase new laptop ultrabook figure plug favorite headset new laptop ultrabooks come equip single 3.5 mm 4 position 4pin audio port support audio input output great number headset market come equipped separate headphone microphone connector compatible new configuration muyhsmffadw white headset adapter feature 3.5 mm 3 position port provide separate headphone microphone connection connect single audio port laptop alternatively connect separate microphone power speaker prefer use skype chat online headset simply connect headphone plug headset audio output port mark headphone symbol connect microphone plug audio input port mark microphone symbol plug adapter audio port laptop set want work game headset connect microphone power speaker laptop adapter plug microphone audio input port mark microphone symbol plug power speaker audio output port mark headphone symbol connect adapter audio port laptop travel work take trip headset adapter feature compact sturdy design make perfect solution mobile application tuck adapter tablet slip inside carrying case work great tablet smartphone single audio port connect headphone microphone plug headset adapter connect adapter mobile device start talk adapter headphone splitter y cable split audio output separate set headphone speaker laptop mobile device work external microphone typically cause impedance mismatch microphone device hardware incompatibility limitation muyhsmffadw adapter
9916,31864,blue mini fridge,1,0.0,rachael ray tools gadgets blue 7.5 inch small suction lid instead spend money plastic wrap tin foil cover leftover invest convenient way store food fridge freezer lid perfect way sure leftover stay fresh
9917,31872,flea tick control dog,4,0.471,vetguard plus flea tick control small dogs vetguard plus flea tick control small dogs help protect dog unwanted pest vet grade quality product kill flea lice tick repel new one week repel mosquito carry disease addition prevent flea egg continue develop flea control small dog include application protect pet summer long
9918,31873,zippo,2,1.356,high polish brass jack daniel label brass emblem zippo manufacturing company maker world famous windproof light lifetime guarantee zippo found bradford pennsylvania 1932 george g. blaisdell decide create light look good easy use
9919,31875,teenage mutant ninja turtle,4,0.471,teenage mutant ninja turtles sheet set safe company vigilante night teenage mutant ninja turtles sheet set totally rad graphic favorite warrior cover fit sheet flat sheet pillowcase 60 cotton-40 polyester soft wrinkle pull dryer come twin 1 pillowcase 2 pillowcase
9920,31878,long prom dress,4,1.166,daniella collection item 17187646 piece lace flower dress detail rhinestone dress feature flare hem round neckline color option aqua casual dress style cocktail evening dress style guest wedding fit missy type length sleeve sleeveless neckline round neck lining 100 percent polyester closure zipper approximate length center hem 64 inch measurement take size size 6 small
9921,31880,levis 505,4,0.471,505 regular fit jeans fume popular straight fit jean 505 ™ regular fit jeans beloved classic straight leg style cut sit waist comfortable seat thigh straight ankle great body type
9922,31884,khaki pant,2,0.471,merona men ultimate flat pant merona men ultimate flat pant urban safari tan 40x32 great pair dress pant sacrifice comfort look attractive man pant easy care cotton polyester blend twill weave poplin lining flat flattering look roll hem give dress pant finished look machine wash cold tumble dry
9923,31888,cargo short,4,0.0,fade glory boys belt double cargo short item 100 cotton microsand dobby-120x68/21x16 7 oz remove belt washing machine wash warm wash like colors non chlorine bleach needed tumble dry low medium iron
9924,31891,coffee cup,4,0.471,konitz coffee bar amore mio 7 oz cup saucer set 4 kon1502 features set include 4 cup 4 saucer coffee bar collection material porcelain dishwasher microwave safe product type coffee mug color multi material porcelain number items include 8 style traditional dimensions cup mug height 2.5 inches cup mug width 3.5 inches cup mug depth 3.5 inches overall product weight 4.2 pound
